lsoa11cd,lsoa11nm,proportion_male,16_29_rate,30_44_rate,45_64_rate,violence_rate_2015,violence_rate_2016,violence_rate_2017,violence_rate_2018,violence_rate_2019
E01002057,Haringey 032D,0.49482852476864453,0.3130103429504627,0.2558519324986391,0.17964071856287425,11.976047904191617,19.944598337950136,20.43132803632236,17.032967032967033,19.427954668105773
E01002058,Haringey 031D,0.5104815864022663,0.2906515580736544,0.3059490084985836,0.1801699716713881,25.495750708215297,38.223721191680724,32.52513305736251,41.53940134392181,38.793103448275865
E01002059,Haringey 028C,0.49942987457240595,0.18586088939566706,0.24458380843785632,0.2725199543899658,6.841505131128849,12.557077625570775,8.433734939759036,15.910430170889805,10.353227771010962
E01002060,Haringey 028D,0.4804177545691906,0.1801566579634465,0.3357702349869452,0.2454308093994778,9.399477806788513,8.547008547008549,4.6003450258769405,10.21566401816118,13.135351227869789
E01002061,Haringey 036A,0.5100632547441059,0.22944220816561242,0.35020126509488214,0.19781483611270845,5.175388154111558,9.034443817052512,5.325443786982248,9.866511897852583,7.277137659187386
E01002062,Haringey 034D,0.4933673469387755,0.19081632653061226,0.3653061224489796,0.22346938775510203,11.73469387755102,8.991008991008991,12.683916793505833,13.171225937183385,12.396694214876034
E01002063,Haringey 036B,0.4752116082224909,0.24425634824667472,0.3143893591293833,0.20616686819830712,11.487303506650543,9.036144578313253,21.18380062305296,15.299877600979192,9.937888198757765
E01002064,Haringey 036C,0.4672290720311486,0.22972096041531473,0.3056456846203764,0.23036988968202465,18.170019467878003,26.70057215511761,12.393998695368557,18.300653594771244,11.176857330703484
E01002065,Haringey 036D,0.522202486678508,0.2291296625222025,0.38839550029603315,0.2030787448194198,18.94612196566015,17.129356172474896,30.03003003003003,32.352941176470594,22.0763723150358
E01002066,Haringey 025A,0.4771668219944082,0.26654240447343897,0.23671947809878843,0.22600186393289842,43.80242311276794,38.32599118942731,55.14864282636795,44.09448818897638,58.801069110347456
E01002067,Haringey 024A,0.5002782415136339,0.2376182526432944,0.25041736227045075,0.2376182526432944,27.267668336115747,30.691964285714285,32.186459489456155,36.8921185019564,34.197462768891334
E01002068,Haringey 025B,0.49839080459770113,0.28183908045977013,0.3218390804597701,0.18298850574712644,34.48275862068965,47.47518342684506,48.068669527897,59.97447894512973,56.118143459915615
E01002069,Haringey 024B,0.48007008322382827,0.23390275952693823,0.2658782303985983,0.22032413491020586,65.26500219010074,63.632532659081335,79.70112079701121,77.59815242494227,89.90318118948824
E01002070,Haringey 024C,0.49486836233824183,0.21151271753681392,0.2998661311914324,0.2070504239178938,21.86523873270861,20.13693113169553,17.884322678843226,17.71274547554871,16.936394429808054
E01002071,Haringey 025C,0.4716208308952604,0.2106495026331188,0.2422469280280866,0.2077238150965477,41.54476301930954,35.44165757906216,28.41530054644809,43.78378378378378,37.817396002161
E01002072,Haringey 025D,0.4904862579281184,0.27801268498942916,0.2309725158562368,0.20507399577167018,36.99788583509514,38.42264914054601,31.155778894472363,48.21697639377197,33.09929789368105
E01002073,Haringey 024D,0.48237269166200336,0.21096810296586457,0.2909904868494684,0.21096810296586457,36.373810856183546,33.222591362126245,27.62119503945885,30.337078651685392,25.477707006369428
E01002074,Haringey 012A,0.4780960404380792,0.18618365627632688,0.2350463352990733,0.22283066554338668,32.01347935973041,26.381909547738694,36.09341825902335,27.68166089965398,25.021204410517388
E01002075,Haringey 015A,0.49681238615664847,0.2987249544626594,0.2103825136612022,0.2053734061930783,23.224043715846996,26.327532351628737,24.06417112299465,27.637033625057576,22.55985267034991
E01002076,Haringey 015B,0.48453117563065207,0.25702046644455023,0.2356020942408377,0.190861494526416,13.802950975725846,20.85308056872038,17.01507049100632,32.762096774193544,21.090534979423868
E01002077,Haringey 012B,0.4896580835795694,0.25116082735331363,0.23047699451245252,0.21190375685943436,46.85521317011397,65.97938144329898,60.618388934092756,74.10526315789474,77.68666378938282
