lsoa,employ_score,edu_score,health_score,income_score,enviroment_score
E01027183,0.07,13.047,-0.106,0.065,11.098
E01027184,0.136,23.346,1.147,0.14,44.493
E01027185,0.136,39.361,0.86,0.185,18.278
E01027186,0.058,13.291,-0.803,0.057,40.096
E01027187,0.081,8.804,0.173,0.102,50.604
E01027188,0.124,36.746,0.438,0.171,22.367
E01027189,0.094,31.632,0.113,0.128,35.182
E01027190,0.079,13.393,-0.267,0.096,28.424
E01027191,0.111,26.823,0.766,0.136,44.354
E01027192,0.065,25.758,-0.209,0.087,40.363
E01027193,0.051,19.547,-0.535,0.036,5.612
E01027194,0.044,18.158,-0.618,0.052,14.367
E01027195,0.211,54.129,1.125,0.25,23.782
E01027196,0.143,47.949,0.048,0.203,16.195
E01027197,0.166,40.995,0.639,0.236,7.477
E01027198,0.222,50.245,0.761,0.263,21.519
E01027199,0.222,68.154,0.988,0.402,13.088
E01027200,0.18,67.287,0.841,0.262,12.384
E01027201,0.053,9.39,-0.464,0.062,3.142
E01027202,0.079,17.151,-0.342,0.08,8.824
E01027203,0.038,6.71,-0.802,0.046,4.317
E01027204,0.073,18.198,0.059,0.093,8.402
E01027205,0.029,5.3,-0.938,0.026,3.176
E01027206,0.042,5.925,-1.07,0.039,3.346
E01027207,0.078,18.443,-0.267,0.06,7.834
E01027208,0.05,11.28,-0.62,0.056,4.051
E01027209,0.043,12.247,-0.555,0.047,7.083
E01027210,0.088,21.756,-0.196,0.091,14.262
E01027211,0.065,18.116,-0.478,0.065,8.828
E01027212,0.04,12.572,-0.237,0.044,4.223
E01027213,0.116,17.419,0.015,0.121,8.015
E01027214,0.231,41.7,1.111,0.253,10.784
E01027215,0.101,23.62,0.186,0.083,15.658
E01027216,0.064,23.315,-0.05,0.091,11.21
E01027217,0.053,11.162,-0.259,0.072,6.274
E01027218,0.064,20.437,-0.364,0.065,3.687
E01027219,0.072,18.287,-0.079,0.094,16.409
E01027220,0.101,21.535,0.328,0.091,8.482
E01027221,0.047,14.221,-0.439,0.059,12.803
E01027222,0.045,10.691,-0.618,0.047,5.285
E01027223,0.111,21.537,1.253,0.168,46.483
E01027224,0.182,27.768,1.388,0.205,21.06
E01027225,0.114,28.225,0.426,0.155,49.036
E01027226,0.156,41.307,1.472,0.181,41.53
E01027227,0.12,33.481,0.37,0.19,51.859
E01027228,0.133,40.5,0.682,0.143,51.265
E01027229,0.165,66.138,0.805,0.24,34.43
E01027230,0.144,59.185,0.756,0.261,25.108
E01027231,0.23,54.939,1.251,0.286,24.952
E01027232,0.05,29.63,-0.135,0.078,15.167
E01027233,0.145,37.907,0.479,0.248,4.475
E01027234,0.083,15.525,0.018,0.093,5.749
E01027235,0.264,70.329,1.353,0.344,15.135
E01027236,0.088,19.404,0.27,0.083,25.705
E01027237,0.073,25.96,0.265,0.096,27.3
E01027238,0.139,27.335,0.517,0.171,35.553
E01027239,0.233,79.458,1.071,0.345,19.748
E01027240,0.147,43.076,0.876,0.191,7.658
E01027241,0.157,52.306,1.002,0.238,38.188
E01027242,0.213,86.229,0.751,0.29,15.777
E01027243,0.198,66.615,1.16,0.276,13.09
E01027244,0.289,79.868,1.288,0.348,17.941
E01027245,0.13,27.834,0.383,0.225,14.275
E01027246,0.184,53.293,0.751,0.296,11.468
E01027247,0.104,26.497,0.113,0.111,12.13
E01027248,0.171,55.733,0.687,0.286,14.044
E01027249,0.218,68.195,0.742,0.333,17.812
E01027250,0.057,8.296,-0.889,0.029,2.862
E01027252,0.116,39.914,0.304,0.201,4.483
E01027253,0.044,6.015,-0.58,0.053,2.563
E01027254,0.049,4.974,-0.649,0.053,2.07
E01027255,0.043,6.347,-0.591,0.037,6.136
E01027256,0.036,2.149,-1.023,0.038,16.447
E01027257,0.345,18.415,2.14,0.171,10.67
E01027258,0.03,4.635,-1.096,0.023,5.373
E01027259,0.056,14.851,-0.637,0.082,7.235
E01027260,0.052,4.554,-0.694,0.053,8.072
E01027261,0.029,6.648,-2.097,0.04,36.344
E01027262,0.037,2.505,-1.658,0.037,40.329
E01027263,0.065,13.617,-1.019,0.08,10.263
E01027264,0.063,10.324,-0.723,0.067,10.822
E01027265,0.047,12.859,-1.094,0.059,14.533
E01027266,0.031,4.134,-1.4,0.026,0.817
E01027267,0.057,19.346,-0.883,0.075,6.175
E01027268,0.041,15.357,-1.156,0.046,1.955
E01027269,0.103,34.3,-0.303,0.132,24.163
E01027270,0.016,3.882,-1.806,0.02,1.464
E01027271,0.028,5.63,-0.932,0.039,1.545
E01027272,0.041,14.914,-1.356,0.027,4.852
E01027273,0.068,8.975,-0.813,0.079,13.419
E01027274,0.033,3.824,-1.374,0.036,7.354
E01027275,0.058,12.58,-1.198,0.066,5.636
E01027276,0.051,5.252,-1.337,0.05,9.379
E01027277,0.041,7.662,-1.369,0.048,31.477
E01027279,0.082,26.628,-0.648,0.115,7.954
E01027280,0.039,6.575,-1.468,0.037,3.53
E01027281,0.082,21.98,-0.403,0.1,6.247
E01027282,0.088,21.983,-0.456,0.083,4.159
E01027283,0.044,4.309,-1.332,0.047,7.15
E01027284,0.05,6.9,-1.031,0.047,11.319
E01027285,0.068,11.114,-1.028,0.05,25.81
E01027286,0.061,6.493,-1.3,0.072,8.134
E01027287,0.062,9.788,-1.03,0.061,5.152
E01027288,0.057,22.305,-1.332,0.081,13.308
E01027289,0.047,3.165,-0.897,0.064,12.956
E01027290,0.026,3.24,-2.292,0.029,23.53
E01027291,0.024,5.554,-1.588,0.032,12.146
E01027292,0.077,25.442,-0.683,0.102,13.73
E01027293,0.028,9.924,-1.583,0.046,2.705
E01027294,0.076,7.391,-0.783,0.07,4.318
E01027295,0.047,5.505,-1.598,0.063,12.637
E01027296,0.041,5.878,-1.613,0.049,32.086
E01027297,0.048,6.665,-1.294,0.053,37.546
E01027298,0.043,7.606,-1.396,0.033,3.622
E01027299,0.095,18.686,-0.141,0.114,4.575
E01027300,0.032,2.594,-1.53,0.017,0.65
E01027301,0.048,4.718,-1.168,0.053,5.024
E01027302,0.115,28.788,-0.126,0.166,13.006
E01027303,0.035,2.775,-1.522,0.042,19.764
E01027304,0.041,2.3,-1.644,0.038,31.531
E01027305,0.046,8.714,-1.008,0.048,37.218
E01027306,0.034,3.504,-1.871,0.051,44.766
E01027307,0.057,6.42,-0.828,0.059,12.332
E01027308,0.05,6.037,-1.133,0.069,17.365
E01027309,0.081,17.05,-0.454,0.067,8.89
E01027310,0.279,80.487,0.538,0.382,10.401
E01027311,0.085,11.492,-0.139,0.087,5.221
E01027312,0.166,35.121,-0.018,0.22,7.741
E01027313,0.123,38.096,-0.273,0.154,44.966
E01027314,0.186,35.798,0.65,0.213,45.359
E01027315,0.114,29.548,0.195,0.172,20.362
E01027316,0.127,31.131,-0.138,0.17,24.313
E01027317,0.15,45.751,0.257,0.202,10.557
E01027318,0.26,69.165,0.904,0.399,8.214
E01027319,0.169,58.275,0.422,0.23,4.781
E01027320,0.146,35.204,0.462,0.157,9.514
E01027321,0.067,22.676,-0.701,0.073,1.766
E01027322,0.064,9.602,-0.225,0.072,8.703
E01027323,0.105,20.534,-0.058,0.113,14.329
E01027324,0.043,8.177,-0.569,0.046,6.519
E01027325,0.051,13.718,-0.589,0.076,20.875
E01027326,0.112,17.554,-0.394,0.094,13.903
E01027327,0.136,27.631,0.249,0.191,18.585
E01027328,0.142,33.618,0.169,0.155,8.264
E01027329,0.065,11.501,-0.697,0.061,14.833
E01027330,0.179,37.984,0.479,0.245,15.473
E01027331,0.217,41.347,0.291,0.291,10.212
E01027332,0.077,11.86,-0.413,0.052,5.758
E01027333,0.053,9.884,-0.787,0.042,1.654
E01027334,0.292,78.223,0.568,0.448,4.803
E01027335,0.079,25.174,-0.442,0.085,6.319
E01027336,0.124,37.586,0.599,0.151,19.166
E01027337,0.076,19.687,-0.127,0.069,9.95
E01027338,0.061,10.806,-0.774,0.07,17.345
E01027339,0.239,52.708,0.832,0.331,3.526
E01027340,0.179,49.818,0.59,0.204,7.896
E01027341,0.213,65.196,0.351,0.264,17.962
E01027342,0.214,46.352,0.785,0.283,9.599
E01027343,0.099,16.866,-0.293,0.062,8.332
E01027344,0.063,11.236,-0.569,0.077,13.366
E01027345,0.065,7.914,-0.772,0.035,1.71
E01027346,0.061,11.409,-0.566,0.059,0.869
E01027347,0.06,9.098,-0.864,0.058,1.181
E01027348,0.073,14.047,-0.767,0.078,23.143
E01027349,0.209,25.954,0.688,0.215,41.007
E01027350,0.116,16.758,0.295,0.127,17.986
E01027351,0.272,35.213,0.813,0.283,8.857
E01027352,0.129,22.038,0.31,0.135,23.167
E01027353,0.051,12.273,-0.628,0.049,11.758
E01027354,0.077,12.975,-0.759,0.091,20.216
E01027355,0.046,13.269,-1.178,0.042,7.678
E01027356,0.067,5.042,-0.685,0.063,18.746
E01027357,0.054,4.544,-0.276,0.059,0.836
E01027358,0.116,21.008,-0.029,0.122,4.606
E01027359,0.184,45.356,0.528,0.216,4.097
E01027361,0.162,30.711,0.418,0.167,3.685
E01027362,0.158,36.592,0.213,0.166,4.643
E01027363,0.261,64.401,1.071,0.331,0.424
E01027364,0.117,11.764,-0.26,0.1,1.145
E01027365,0.067,4.303,-0.881,0.071,46.837
E01027366,0.06,11.021,0.033,0.083,38.253
E01027367,0.041,7.246,-0.655,0.034,18.778
E01027368,0.081,8.676,-0.285,0.088,22.521
E01027369,0.054,3.87,-0.748,0.051,18.983
E01027370,0.07,5.122,-0.578,0.061,8.029
E01027371,0.092,21.892,-0.033,0.116,11.754
E01027372,0.074,4.204,-0.507,0.059,15.654
E01027373,0.073,8.762,-0.535,0.061,59.198
E01027374,0.095,23.095,-0.244,0.113,40.107
E01027375,0.074,9.314,-1.069,0.077,61.046
E01027376,0.123,36.616,-0.023,0.143,2.116
E01027377,0.133,17.165,-0.132,0.145,34.664
E01027378,0.072,4.414,-0.839,0.069,28.615
E01027379,0.067,7.161,-0.389,0.04,3.777
E01027380,0.106,13.752,-0.253,0.1,57.147
E01027381,0.108,11.875,-0.611,0.096,64.01
E01027382,0.101,12.406,-1.214,0.083,47.892
E01027383,0.095,33.174,0.36,0.099,34.115
E01027384,0.066,16.644,-0.767,0.076,42.754
E01027385,0.18,52.258,0.575,0.205,24.339
E01027386,0.126,28.733,-0.075,0.13,10.187
E01027387,0.145,34.452,0.004,0.176,8.139
E01027388,0.154,42.748,0.071,0.245,6.098
E01027389,0.118,24.889,-0.217,0.118,17.346
E01027390,0.092,26.251,-0.376,0.115,11.104
E01027391,0.192,34.194,0.737,0.228,4.309
E01027392,0.289,57.962,1.732,0.347,3.743
E01027393,0.281,75.172,0.722,0.303,2.976
E01027394,0.102,17.929,0.044,0.098,19.677
E01027395,0.183,25.015,1.116,0.242,2.368
E01027396,0.173,36.663,0.857,0.191,1.764
E01027397,0.251,53.651,1.028,0.269,2.358
E01027398,0.211,47.044,0.774,0.247,2.918
E01027399,0.054,8.872,-0.281,0.036,1.338
E01027400,0.038,3.766,-0.623,0.019,1.775
E01027401,0.031,4.013,-0.619,0.019,0.775
E01027402,0.042,1.827,-0.509,0.017,0.995
E01027403,0.045,2.266,-0.336,0.027,1.65
E01027404,0.076,11.79,0.1,0.058,2.842
E01027405,0.051,8.35,-0.421,0.037,1.303
E01027406,0.082,8.549,-0.139,0.051,2.848
E01027407,0.087,9.001,-0.02,0.071,8.629
E01027408,0.163,27.632,0.517,0.168,9.344
E01027409,0.121,20.858,0.394,0.122,4.937
E01027410,0.061,6.169,-0.272,0.039,0.906
E01027411,0.208,35.565,0.929,0.202,1.872
E01027412,0.309,55.736,1.567,0.356,1.635
E01027413,0.155,32.996,0.711,0.169,1.789
E01027414,0.221,28.274,0.732,0.23,8.417
E01027415,0.361,58.25,1.643,0.364,7.06
E01027416,0.366,78.208,1.474,0.441,7.172
E01027417,0.105,7.169,-0.055,0.083,2.57
E01027418,0.099,12.103,-0.004,0.08,4.429
E01027419,0.133,13.551,0.259,0.116,2.662
E01027420,0.072,5.598,0.06,0.077,2.751
E01027421,0.168,15.96,0.568,0.182,2.8
E01027422,0.249,54.562,1.396,0.254,2.981
E01027423,0.215,45.366,0.918,0.203,5.219
E01027424,0.289,61.765,1.457,0.326,6.204
E01027425,0.083,10.335,-0.37,0.063,2.47
E01027426,0.275,73.657,1.145,0.396,4.001
E01027427,0.255,38.981,0.9,0.267,8.251
E01027428,0.092,17.834,-0.095,0.066,1.723
E01027429,0.284,45.563,1.468,0.304,2.207
E01027430,0.216,37.65,0.875,0.276,3.213
E01027431,0.281,38.485,1.164,0.29,10.861
E01027432,0.182,17.175,0.538,0.168,21.769
E01027433,0.163,20.41,0.641,0.179,6.38
E01027434,0.118,13.03,-0.207,0.109,2.234
E01027435,0.173,18.304,0.623,0.151,1.895
E01027436,0.137,25.128,0.092,0.155,1.438
E01027437,0.068,5.469,-0.409,0.047,0.661
E01027438,0.078,12.177,-0.195,0.066,2.176
E01027439,0.042,4.73,-0.76,0.019,0.362
E01027440,0.062,7.973,-0.184,0.049,1.78
E01027441,0.118,20.463,0.443,0.115,4.433
E01027442,0.178,17.946,1.026,0.164,8.409
E01027443,0.23,62.069,0.779,0.301,0.671
E01027444,0.153,35.998,1.167,0.136,6.336
E01027445,0.144,20.183,0.45,0.123,6.23
E01027446,0.089,4.405,0.063,0.044,0.284
E01027447,0.052,8.731,-0.684,0.046,50.844
E01027448,0.13,2.341,0.129,0.064,18.524
E01027449,0.082,5.734,-0.564,0.053,4.137
E01027450,0.061,2.232,-0.321,0.045,20.253
E01027451,0.285,55.088,1.267,0.311,1.791
E01027452,0.115,6.283,0.101,0.098,6.457
E01027453,0.152,6.911,0.66,0.141,10.301
E01027455,0.049,2.321,-0.714,0.026,0.706
E01027456,0.033,0.396,-0.981,0.012,0.784
E01027457,0.091,5.519,0.302,0.055,7.104
E01027458,0.045,0.55,-0.297,0.026,0.205
E01027460,0.067,3.663,-0.264,0.047,1.851
E01027461,0.247,45.154,1.097,0.278,1.929
E01027462,0.207,38.053,1.007,0.232,0.995
E01027463,0.063,5.455,-0.364,0.038,2.372
E01027464,0.05,2.314,-0.62,0.044,2.342
E01027465,0.053,5.308,-0.461,0.044,6.647
E01027466,0.122,21.363,0.289,0.138,1.431
E01027468,0.047,1.62,-0.475,0.019,0.375
E01027469,0.038,1.786,-1.159,0.023,1.176
E01027471,0.053,2.005,-0.774,0.034,1.502
E01027472,0.047,11.305,-0.521,0.053,41.02
E01027473,0.055,8.623,-0.841,0.042,24.396
E01027474,0.162,30.928,0.592,0.174,3.92
E01027475,0.092,7.565,0.091,0.076,4.646
E01027476,0.113,16.699,-0.014,0.124,14.231
E01027477,0.058,4.918,-0.32,0.086,58.164
E01027478,0.091,13.665,0.036,0.097,20.932
E01027479,0.069,15.314,-0.513,0.079,40.845
E01027480,0.036,7.757,-0.744,0.06,58.171
E01027481,0.08,6.48,-0.312,0.066,13.861
E01027482,0.061,9.07,-0.468,0.055,0.8
E01027483,0.052,1.732,-0.66,0.052,45.814
E01027484,0.079,14.164,-0.655,0.071,48.214
E01027485,0.156,45.281,0.326,0.157,6.689
E01027486,0.07,32.38,-0.047,0.082,19.326
E01027487,0.119,26.183,0.206,0.131,10.999
E01027488,0.086,13.845,-0.297,0.09,43.058
E01027489,0.088,7.141,-0.025,0.087,0.151
E01027490,0.097,12.743,-0.064,0.116,6.898
E01027491,0.057,1.129,-0.537,0.061,1.874
E01027492,0.055,1.01,-0.773,0.029,6.974
E01027493,0.238,61.205,0.995,0.278,2.477
E01027494,0.066,4.178,-0.439,0.05,4.38
E01027495,0.068,6.485,-0.492,0.081,45.297
E01027496,0.117,6.077,0.008,0.103,2.196
E01027497,0.085,8.352,-0.214,0.092,0.378
E01027498,0.154,29.57,0.472,0.171,2.556
E01027499,0.099,11.338,-0.191,0.073,1.317
E01027500,0.127,26.827,0.397,0.166,3.012
E01027501,0.099,12.501,0.197,0.098,1.475
E01027502,0.061,6.059,-0.125,0.073,0.916
E01027503,0.079,19.822,-0.57,0.062,34.525
E01027504,0.07,3.058,-0.564,0.034,10.833
E01027505,0.045,5.061,-0.51,0.034,50.049
E01027506,0.048,5.442,-0.32,0.06,54.057
E01027507,0.035,0.824,-1.123,0.028,10.09
E01027508,0.054,6.413,0.081,0.069,12.128
E01027509,0.077,2.55,-0.419,0.062,1.528
E01027510,0.048,7.453,-0.511,0.067,42.429
E01027511,0.071,10.946,-0.166,0.079,39.747
E01027512,0.102,26.34,-0.085,0.116,65.685
E01027513,0.051,0.945,-0.961,0.037,3.193
E01027514,0.085,14.399,-0.205,0.101,1.661
E01027515,0.139,19.757,0.474,0.143,4.583
E01027516,0.093,15.447,0.485,0.097,2.808
E01027517,0.138,15.184,0.583,0.123,2.175
E01027518,0.286,69.577,1.16,0.329,3.473
E01027519,0.235,43.515,0.902,0.304,2.763
E01027520,0.059,5.154,-0.427,0.043,0.702
E01027521,0.047,4.944,-0.686,0.049,0.437
E01027522,0.221,40.556,0.937,0.242,0.742
E01027523,0.156,31.433,0.598,0.18,1.506
E01027524,0.165,20.147,0.856,0.169,8.778
E01027525,0.171,14.621,1.096,0.145,2.552
E01027526,0.058,3.567,-0.298,0.031,0.798
E01027527,0.307,62.832,1.554,0.35,5.893
E01027528,0.237,58.071,1.061,0.231,18.906
E01027529,0.122,15.194,0.397,0.118,15.684
E01027530,0.212,43.202,1.07,0.248,0.937
E01027531,0.159,37.812,0.752,0.186,1.19
E01027532,0.118,17.167,0.197,0.124,4.561
E01027533,0.399,44.564,1.952,0.376,5.617
E01027534,0.261,47.674,1.124,0.273,5.681
E01027535,0.079,10.418,-0.159,0.052,1.699
E01027536,0.124,12.538,0.547,0.124,1.096
E01027537,0.229,27.564,0.742,0.238,3.484
E01027538,0.059,7.632,-0.331,0.032,2.534
E01027539,0.305,58.156,1.339,0.309,12.023
E01027540,0.274,58.662,1.603,0.362,1.892
E01027541,0.204,31.845,0.862,0.211,4.993
E01027542,0.31,52.915,1.515,0.333,3.632
E01027543,0.245,51.83,0.967,0.277,1.357
E01027544,0.214,27.8,0.947,0.184,8.825
E01027545,0.306,67.055,1.496,0.35,10.544
E01027546,0.263,47.721,0.979,0.306,11.31
E01027549,0.061,10.712,-0.249,0.041,1.363
E01027550,0.204,33.97,0.677,0.162,7.532
E01027551,0.257,57.707,1.128,0.302,6.48
E01027552,0.196,36.984,0.856,0.23,14.897
E01027553,0.126,25.146,0.452,0.122,7.887
E01027554,0.095,15.483,-0.113,0.077,5.904
E01027555,0.046,1.7,-1.208,0.057,26.726
E01027556,0.052,1.835,-1.134,0.058,39.899
E01027557,0.031,2.647,-1.033,0.033,62.896
E01027558,0.058,6.627,-0.83,0.04,36.738
E01027559,0.107,20.736,-0.152,0.1,32.529
E01027560,0.08,7.876,-0.69,0.084,27.556
E01027561,0.054,2.262,-1.428,0.05,14.55
E01027562,0.044,4.129,-1.261,0.041,54.728
E01027563,0.083,5.36,-0.496,0.091,17.659
E01027564,0.132,11.851,0.558,0.141,30.688
E01027565,0.058,5.858,-0.745,0.041,19.861
E01027566,0.067,10.733,-0.433,0.069,36.548
E01027567,0.046,4.197,-0.937,0.048,33.543
E01027568,0.061,9.819,-0.641,0.056,34.103
E01027569,0.048,7.719,-0.656,0.045,59.335
E01027570,0.078,11.759,-0.349,0.066,40.985
E01027571,0.066,7.043,-0.557,0.042,39.466
E01027572,0.095,14.326,-0.12,0.09,35.1
E01027573,0.087,11.292,-0.311,0.059,35.127
E01027574,0.059,5.157,-0.663,0.035,16.915
E01027575,0.068,13.736,-0.587,0.087,9.427
E01027576,0.031,0.412,-1.129,0.023,7.343
E01027577,0.06,3.58,-0.859,0.065,27.416
E01027578,0.088,17.794,-0.38,0.092,55.742
E01027579,0.208,38.993,0.73,0.259,30.504
E01027580,0.222,42.232,0.975,0.284,8.457
E01027581,0.144,22.955,-0.112,0.167,43.039
E01027582,0.103,19.314,-0.042,0.134,29.77
E01027583,0.065,4.565,-0.258,0.073,20.021
E01027584,0.099,7.338,-0.08,0.098,21.156
E01027585,0.044,3.033,-1.15,0.035,30.546
E01027586,0.052,4.679,-0.989,0.059,48.142
E01027587,0.081,17.171,-0.241,0.118,2.777
E01027588,0.054,15.952,-0.522,0.064,18.786
E01027589,0.07,10.726,-0.338,0.074,7.956
E01027590,0.102,16.21,0.146,0.123,22.986
E01027591,0.034,2.914,-1.584,0.049,36.402
E01027592,0.049,5.48,-1.139,0.036,28.187
E01027593,0.049,6.824,-0.994,0.056,44.85
E01027594,0.112,33.14,-0.04,0.153,10.422
E01027595,0.057,5.437,-1.123,0.064,18.624
E01027596,0.059,2.216,-0.767,0.051,4.973
E01027597,0.06,4.135,-0.975,0.046,15.09
E01027598,0.071,2.831,-0.99,0.036,4.197
E01027599,0.157,33.829,0.11,0.185,4.193
E01027600,0.046,9.368,-1.218,0.048,37.445
E01027601,0.056,9.546,-1.153,0.056,56.801
E01027603,0.068,11.142,-0.332,0.074,14.387
E01027604,0.057,5.822,-0.668,0.049,35.762
E01027605,0.087,10.346,0.294,0.103,18.181
E01027606,0.049,5.097,-0.796,0.035,2.511
E01027607,0.041,3.348,-0.966,0.021,2.151
E01027608,0.125,44.698,0.398,0.132,17.098
E01027609,0.135,56.725,0.302,0.191,1.182
E01027610,0.109,30.912,0.045,0.129,10.755
E01027611,0.081,12.952,-0.215,0.07,7.23
E01027612,0.179,46.222,0.746,0.212,2.271
E01027613,0.037,4.523,-1.077,0.042,58.53
E01027614,0.056,9.149,-0.716,0.059,2.894
E01027615,0.039,2.915,-1.271,0.033,2.045
E01027616,0.097,15.008,-0.156,0.115,3.985
E01027617,0.05,5.879,-1.06,0.05,35.441
E01027618,0.04,1.956,-1.543,0.042,19.176
E01027619,0.037,8.34,-1.515,0.042,9.374
E01027620,0.058,13.608,-0.885,0.075,31.31
E01027621,0.076,14.283,-0.599,0.095,7.513
E01027622,0.05,10.292,-1.194,0.041,48.311
E01027623,0.046,1.283,-1.201,0.044,6.46
E01027624,0.051,0.72,-0.884,0.041,1.972
E01027625,0.161,52.415,0.053,0.251,9.622
E01027626,0.09,4.877,-0.805,0.086,14.321
E01027627,0.035,4.183,-1.334,0.044,38.77
E01027628,0.045,10.644,-1.337,0.068,45.286
E01027629,0.168,53.189,0.559,0.225,12.804
E01027630,0.086,23.522,-0.236,0.11,33.962
E01027631,0.066,15.198,-0.721,0.055,10.213
E01027632,0.052,11.542,-0.828,0.074,5.285
E01027633,0.039,4.92,-1.573,0.033,42.908
E01027634,0.043,4.097,-0.914,0.044,21.714
E01027635,0.039,15.817,-1.342,0.042,23.805
E01027636,0.053,7.439,-1.396,0.058,51.434
E01027637,0.039,7.419,-1.431,0.039,47.025
E01027638,0.047,9.771,-0.797,0.055,8.718
E01027639,0.033,7.059,-1.12,0.045,8.84
E01027640,0.074,14.732,-0.213,0.083,19.585
E01027641,0.039,3.1,-0.911,0.022,1.913
E01027642,0.03,1.926,-1.428,0.028,10.649
E01027643,0.057,5.798,-0.79,0.079,25.973
E01027644,0.056,7.399,-0.59,0.086,14.721
E01027645,0.076,21.012,-0.155,0.09,16.054
E01027646,0.052,3.293,-1.279,0.054,28.824
E01027647,0.045,6.068,-1.336,0.043,32.012
E01027648,0.111,12.658,0.048,0.123,23.998
E01027649,0.124,13.046,0.186,0.13,25.619
E01027650,0.088,8.538,-0.552,0.083,18.5
E01027651,0.184,40.06,1.112,0.259,18.799
E01027652,0.061,1.844,-0.596,0.069,19.923
E01027653,0.112,3.333,-0.074,0.101,4.176
E01027654,0.023,0.952,-1.755,0.019,6.009
E01027655,0.025,0.896,-1.022,0.037,16.821
E01027656,0.088,2.486,-0.548,0.07,28.468
E01027657,0.082,10.04,-0.257,0.1,45.614
E01027658,0.084,9.499,-0.336,0.098,35.96
E01027659,0.117,9.619,-0.35,0.092,47.796
E01027660,0.069,4.314,-0.536,0.074,9.791
E01027661,0.079,12.658,-0.582,0.084,9.026
E01027662,0.03,0.714,-1.749,0.02,6.552
E01027663,0.069,10.66,-0.73,0.063,8.274
E01027664,0.044,15.255,-1.422,0.034,13.251
E01027665,0.05,3.586,-0.814,0.044,17.27
E01027666,0.041,5.758,-1.375,0.045,43.983
E01027667,0.063,6.126,-0.429,0.035,38.876
E01027668,0.076,16.327,-0.501,0.099,13.016
E01027669,0.112,8.969,0.378,0.13,21.577
E01027670,0.034,4.233,-1.293,0.036,8.556
E01027671,0.035,1.269,-1.105,0.022,3.3
E01027672,0.07,4.626,-0.358,0.035,11.41
E01027673,0.086,5.709,-0.33,0.077,37.887
E01027674,0.033,0.802,-1.111,0.031,6.996
E01027675,0.048,3.258,-1.553,0.039,6.807
E01027676,0.106,30.688,0.17,0.132,15.085
E01027677,0.081,4.844,-0.685,0.064,27.755
E01027678,0.136,10.384,0.354,0.144,52.313
E01027679,0.054,1.084,-0.64,0.066,20.066
E01027680,0.058,7.266,-0.908,0.069,36.953
E01027681,0.044,11.312,-0.843,0.065,39.747
E01027682,0.036,5.893,-1.27,0.036,36.851
E01027683,0.031,2.761,-1.567,0.035,7.04
E01027684,0.061,6.202,-1.261,0.081,34.55
E01027685,0.08,15.436,-0.507,0.099,24.835
E01027686,0.054,10.833,-0.433,0.048,59.824
E01027687,0.046,8.866,-0.903,0.042,10.308
E01027688,0.05,6.824,-0.635,0.057,19.94
E01027689,0.093,18.955,-0.063,0.122,15.92
E01027690,0.075,8.707,-0.687,0.068,12.872
E01027691,0.077,10.082,-0.287,0.079,15.193
E01027692,0.088,11.009,0.034,0.124,31.816
E01027693,0.041,6.355,-1.322,0.035,40.513
E01027694,0.037,8.018,-1.17,0.048,13.717
E01027695,0.039,4.616,-0.941,0.057,34.275
E01027696,0.035,5.785,-1.408,0.027,40.743
E01027697,0.046,3.257,-1.194,0.039,17.962
E01027698,0.034,1.089,-1.49,0.034,4.337
E01027699,0.022,0.354,-1.986,0.01,3.194
E01027700,0.027,0.884,-0.751,0.036,7.152
E01027701,0.042,13.736,-0.895,0.052,47.794
E01027702,0.077,17.919,-0.47,0.088,18.722
E01027703,0.042,5.083,-0.927,0.047,36.613
E01027704,0.038,1.853,-1.434,0.035,30.629
E01027705,0.089,17.709,-0.465,0.093,14.185
E01027706,0.122,37.797,0.256,0.146,23.671
E01027707,0.08,15.989,-0.355,0.085,17.43
E01027708,0.075,14.929,-0.51,0.065,6.782
E01027709,0.055,7.492,-1.046,0.053,4.712
E01027710,0.126,40.931,0.752,0.169,4.342
E01027711,0.099,45.833,0.25,0.12,12.029
E01027712,0.027,9.633,-1.549,0.033,1.313
E01027713,0.082,4.813,-0.639,0.077,22.748
E01027714,0.077,5.552,-0.519,0.074,17.837
E01027715,0.029,10.337,-0.739,0.026,4.315
E01027716,0.021,0.688,-1.302,0.015,2.208
E01027717,0.037,2.038,-1.028,0.037,20.538
E01027718,0.053,1.612,-1.254,0.055,3.768
E01027719,0.049,2.522,-1.321,0.034,3.701
E01027720,0.103,24.753,-0.251,0.145,10.97
E01027721,0.035,4.456,-1.114,0.039,3.771
E01027722,0.027,5.719,-1.351,0.023,9.139
E01027723,0.151,20.013,0.475,0.189,14.079
E01027724,0.039,1.694,-1.797,0.04,44.151
E01027725,0.05,3.914,-0.854,0.054,14.383
E01027726,0.092,14.404,-0.066,0.095,19.986
E01027727,0.082,11.643,-0.126,0.096,25.933
E01027728,0.082,17.404,-0.415,0.079,13.546
E01027729,0.094,28.835,-0.014,0.143,27.758
E01027730,0.049,0.796,-1.072,0.045,18.029
E01027731,0.046,1.605,-1.013,0.05,20.209
E01027732,0.036,0.223,-1.529,0.036,18.093
E01027733,0.031,0.935,-0.653,0.042,9.458
E01027734,0.023,2.083,-1.795,0.024,57.736
E01027735,0.032,2.399,-1.184,0.028,51.534
E01027736,0.049,11.976,-1.001,0.056,40.654
